series_id,week,promo_state,sales_units
10,23,End,190.1
10,24,End,210.5
10,25,End,192.2
10,26,End,218.7
10,27,End,183.7
10,28,End,220.4
10,29,End,193.2
10,30,End,215.0
10,31,End,192.8
10,32,End,177.4
10,33,End,193.0
10,34,End,178.9
10,35,End,225.6
10,36,End,196.6
10,37,End,211.6
10,38,End,170.5
10,39,End,201.6
10,40,End,218.4
10,41,End,190.1
10,42,End,201.9
10,43,End,186.9
10,44,End,195.6
10,45,End,178.6
10,46,End,175.4
10,47,End,164.0
10,48,End,186.3
10,49,End,171.8
10,50,End,225.0
10,51,End,209.4
10,52,End,206.5
10,53,End,236.2
10,54,End,171.7
10,55,End,250.5
10,56,End,206.9
10,57,End,182.3
10,58,End,178.8
10,59,End,207.0
10,60,End,168.8
10,61,End,180.1
10,62,End,252.4
10,63,End,193.2
10,64,End,196.8
10,65,End,208.7
10,66,End,199.9
10,67,End,162.7
10,68,End,187.8
10,69,End,252.4
10,70,End,213.3
10,71,End,229.8
10,72,End,196.2
10,73,End,212.7
10,74,End,232.4
10,75,End,198.0
10,76,End,193.7
10,77,End,164.5
10,78,End,211.2
10,79,End,241.0
10,80,End,202.9
10,81,End,185.0
10,82,End,193.8
10,83,End,175.2
10,84,End,188.1
10,85,End,191.2
10,86,End,205.6
10,87,End,195.9
10,88,End,233.4
10,89,End,178.5
10,90,End,206.0
10,91,End,210.1
10,92,End,178.1
10,93,End,169.6
10,94,End,204.7
10,95,End,213.9
10,96,End,196.1
10,97,End,202.4
10,98,End,215.3
10,99,End,193.3
10,100,End,200.5
10,101,End,201.1
10,102,End,207.3
10,103,End,205.9
10,104,End,228.1
11,1,Feature,305.0
11,2,Feature,264.3
11,3,Feature,269.8
11,4,End,193.6
11,5,End,209.2
11,6,End,214.0
11,7,End,196.0
11,8,End,204.2
11,9,End,197.2
11,10,End,200.8
11,11,End,193.0
11,12,End,185.5
11,13,End,209.4
11,14,End,187.5
11,15,End,189.7
11,16,End,221.1
11,17,End,185.8
11,18,End,193.4
11,19,End,204.7
11,20,End,190.7
11,21,End,188.1
11,22,End,202.7
11,23,End,150.4
11,24,End,189.8
11,25,End,209.4
11,26,End,215.1
11,27,End,222.2
11,28,End,243.2
11,29,End,176.2
11,30,End,185.2
11,31,End,187.7
11,32,End,196.1
11,33,End,190.2
11,34,End,195.9
11,35,End,218.7
11,36,End,186.5
11,37,End,200.2
11,38,End,200.2
11,39,End,240.8
11,40,End,221.7
11,41,End,178.8
11,42,End,191.1
11,43,End,232.9
11,44,End,191.0
11,45,End,185.0
11,46,End,220.2
11,47,End,221.1
11,48,End,218.1
11,49,End,196.9
11,50,End,213.4
11,51,End,222.8
11,52,End,189.5
11,53,End,214.0
11,54,End,224.3
11,55,End,210.3
11,56,End,222.4
11,57,End,197.8
11,58,End,206.2
11,59,End,221.4
11,60,End,168.2
11,61,End,187.6
11,62,End,156.6
11,63,End,194.3
11,64,End,231.5
11,65,End,228.0
11,66,End,214.3
11,67,End,163.2
11,68,End,177.4
11,69,End,209.3
11,70,End,189.6
11,71,End,210.4
11,72,End,214.8
11,73,End,206.8
11,74,End,217.2
11,75,End,181.0
11,76,End,212.1
11,77,End,185.7
11,78,End,223.1
11,79,End,162.9
11,80,End,187.3
11,81,End,237.9
11,82,End,216.3
11,83,End,164.3
11,84,End,214.8
11,85,End,210.5
11,86,End,191.4
11,87,End,188.8
11,88,End,164.2
11,89,End,194.6
11,90,End,188.9
11,91,End,195.1
11,92,End,187.0
11,93,End,171.8
11,94,End,215.3
11,95,End,224.0
11,96,End,229.6
11,97,End,202.7
11,98,End,225.9
11,99,End,196.6
11,100,End,216.4
11,101,End,203.3
11,102,End,163.4
11,103,End,204.0
11,104,End,207.5
12,1,Feature,279.5
12,2,Feature,256.4
12,3,Feature,285.1
12,4,End,169.3
12,5,End,254.8
12,6,End,222.3
12,7,End,231.5
12,8,End,198.3
12,9,End,209.5
12,10,End,187.8
12,11,End,193.0
12,12,End,185.9
12,13,End,193.2
12,14,End,240.5
12,15,End,188.4
12,16,End,217.5
12,17,End,218.2
12,18,End,221.0
12,19,End,176.2
12,20,End,175.2
12,21,End,201.1
12,22,End,204.2
12,23,End,193.1
12,24,End,224.0
12,25,End,155.9
12,26,End,178.4
12,27,End,198.3
12,28,End,209.9
12,29,End,176.7
12,30,End,152.0
12,31,End,187.8
12,32,End,155.3
12,33,End,215.9
12,34,End,227.1
12,35,End,149.0
12,36,End,214.2
12,37,End,201.9
12,38,End,188.2
12,39,End,195.8
12,40,End,203.3
12,41,End,217.1
12,42,End,173.0
12,43,End,253.2
12,44,End,141.1
12,45,End,219.2
12,46,End,198.1
12,47,End,230.9
12,48,End,231.6
12,49,End,180.5
12,50,End,145.0
12,51,End,195.9
12,52,End,205.5
12,53,End,191.8
12,54,End,201.7
12,55,End,223.5
12,56,End,228.3
12,57,End,238.7
12,58,End,187.6
12,59,End,203.8
12,60,End,213.7
12,61,End,176.5
12,62,End,176.9
12,63,End,211.8
12,64,End,197.5
12,65,End,208.6
12,66,End,216.3
12,67,End,174.9
12,68,End,231.2
12,69,End,233.5
12,70,End,229.0
12,71,End,167.3
12,72,End,217.3
12,73,End,189.4
12,74,End,174.9
12,75,End,218.6
12,76,End,195.3
12,77,End,192.7
12,78,End,173.2
12,79,End,203.5
12,80,End,243.9
12,81,End,222.6
12,82,End,186.5
12,83,End,194.5
12,84,End,193.4
12,85,End,226.8
12,86,End,190.9
12,87,End,190.4
12,88,End,194.0
12,89,End,168.9
12,90,End,215.6
12,91,End,229.7
12,92,End,223.6
12,93,End,196.1
12,94,End,188.5
12,95,End,179.8
12,96,End,189.6
12,97,End,184.5
12,98,End,203.6
12,99,End,189.7
12,100,End,181.5
12,101,End,198.9
12,102,End,167.5
12,103,End,154.6
12,104,End,221.1
13,1,Feature,255.8
13,2,End,215.1
13,3,End,244.1
13,4,End,181.2
13,5,End,212.7
13,6,End,224.6
13,7,End,193.7
13,8,End,197.1
13,9,End,192.9
13,10,End,219.8
13,11,End,177.2
13,12,End,216.8
13,13,End,209.3
13,14,End,197.1
13,15,End,186.3
13,16,End,178.7
13,17,End,203.6
13,18,End,188.1
13,19,End,215.0
13,20,End,211.8
13,21,End,204.4
13,22,End,188.1
13,23,End,135.9
13,24,End,229.5
13,25,End,216.6
13,26,End,180.3
13,27,End,176.3
13,28,End,181.4
13,29,End,210.2
13,30,End,204.8
13,31,End,194.7
13,32,End,168.0
13,33,End,186.4
13,34,End,172.2
13,35,End,227.4
13,36,End,210.5
13,37,End,203.9
13,38,End,190.9
13,39,End,177.8
13,40,End,203.0
13,41,End,195.2
13,42,End,192.4
13,43,End,177.8
13,44,End,215.2
13,45,End,233.4
13,46,End,240.6
13,47,End,178.6
13,48,End,194.3
13,49,End,199.2
13,50,End,172.3
13,51,End,199.9
13,52,End,221.5
13,53,End,174.8
13,54,End,187.5
13,55,End,210.4
13,56,End,171.4
13,57,End,210.9
13,58,End,201.5
13,59,End,178.6
13,60,End,197.3
13,61,End,185.5
13,62,End,212.7
13,63,End,195.1
13,64,End,174.7
13,65,End,204.2
13,66,End,198.6
13,67,End,202.4
13,68,End,197.5
13,69,End,185.3
13,70,End,206.4
13,71,End,216.9
13,72,End,174.1
13,73,End,237.0
13,74,End,208.8
13,75,End,211.7
13,76,End,191.0
13,77,End,214.3
13,78,End,179.1
13,79,End,192.1
13,80,End,190.8
13,81,End,200.8
13,82,End,198.6
13,83,End,196.5
13,84,End,197.0
13,85,End,185.2
13,86,End,181.6
13,87,End,223.2
13,88,End,215.1
13,89,End,210.9
13,90,End,173.2
13,91,End,201.7
13,92,End,217.3
13,93,End,208.3
13,94,End,208.7
13,95,End,204.6
13,96,End,224.0
13,97,End,181.2
13,98,End,192.0
13,99,End,202.7
13,100,End,181.9
13,101,End,202.6
13,102,End,201.2
13,103,End,186.0
13,104,End,227.2
14,1,Feature,301.0
14,2,End,201.6
14,3,End,200.3
14,4,End,211.9
14,5,End,208.4
14,6,End,161.1
14,7,End,212.8
14,8,End,188.3
14,9,End,210.2
14,10,End,158.8
14,11,End,227.1
14,12,End,186.5
14,13,End,210.1
14,14,End,207.2
14,15,End,193.4
14,16,End,187.1
14,17,End,240.6
14,18,End,194.1
14,19,End,217.4
14,20,End,179.1
14,21,End,179.0
14,22,End,210.4
14,23,End,214.5
14,24,End,193.3
14,25,End,203.7
14,26,End,193.8
14,27,End,201.9
14,28,End,196.5
14,29,End,188.5
